Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"FullName = FirstName + "" "" + LastName",,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.000s,PASSED
"println(""Fullname : "" + FullName)",,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.000s,PASSED
,,,,,,,
Test Cases/Training-Java/Training-7-Replace,,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.220s,PASSED
"sentence = ""Hello, world! Hello, Java!""",,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.000s,PASSED
println(sentence),,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.000s,PASSED
"newSentence = sentence.replace("" Hello"", "" Hi"")",,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.000s,PASSED
println(newSentence),,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.000s,PASSED
,,,,,,,
Test Cases/Training-Java/Excersice,,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.298s,PASSED
myNumber = 10,,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.000s,PASSED
myDouble = 3.14,,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.000s,PASSED
"myString = ""Hello, Java!""",,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.000s,PASSED
"myStringNumber = ""25""",,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.000s,PASSED
intNumber = Integer.parseInt(myStringNumber),,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.000s,PASSED
TotalNum = myNumber + intNumber,,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.000s,PASSED
"println(""TotalNum = "" + TotalNum)",,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.000s,PASSED
if (myNumber > 5),,,,2566-11-08 10:56:52,2566-11-08 10:56:52,0.016s,PASSED
,,,,,,,
Test Cases/Training-Java/Excersice-4,,,,2566-11-08 10:56:52,2566-11-08 10:56:53,0.294s,PASSED
"for ([i = 1, i < 11, (i++)])",,,,2566-11-08 10:56:53,2566-11-08 10:56:53,0.012s,PASSED
"for ([i = 2, i <= 20, i += 2])",,,,2566-11-08 10:56:53,2566-11-08 10:56:53,0.000s,PASSED
"for ([i = 1, i <= 12, (i++)])",,,,2566-11-08 10:56:53,2566-11-08 10:56:53,0.015s,PASSED
,,,,,,,
Test Cases/Training-Java/Excersice-5,,,,2566-11-08 10:56:53,2566-11-08 10:56:53,0.288s,PASSED
"myArrays = [5, 10, 15, 20, 25]",,,,2566-11-08 10:56:53,2566-11-08 10:56:53,0.000s,PASSED
for (def i : myArrays),,,,2566-11-08 10:56:53,2566-11-08 10:56:53,0.000s,PASSED
"println(""The 3rd position of myArrays is : "" + myArrays[2])",,,,2566-11-08 10:56:53,2566-11-08 10:56:53,0.000s,PASSED
